Element  Analyticvalue  Numericvalue   Abs.err        Rel.err
389      2.212482e+00   2.211042e+00   1.440258e-03   6.51e-04  
390      1.624341e+00   1.625165e+00   8.235751e-04   5.07e-04  
391      8.619365e-01   8.644604e-01   2.523859e-03   2.93e-03  
392      7.630753e-02   7.794324e-02   1.635713e-03   2.14e-02  
393      -5.931055e-01  -5.913782e-01  1.727239e-03   2.91e-03  
394      -1.038068e+00  -1.034503e+00  3.565628e-03   3.43e-03  
395      -1.180160e+00  -1.182351e+00  2.190473e-03   1.86e-03  
396      -9.538987e-01  -9.530077e-01  8.910607e-04   9.34e-04  
397      -2.839114e-01  -2.112511e-01  7.266037e-02   2.56e-01  
398      9.353170e-01   1.523224e+00   5.879068e-01   6.29e-01  
399      1.717705e+00   2.136877e+00   4.191721e-01   2.44e-01  
400      2.591565e+00   2.373682e+00   2.178835e-01   8.41e-02  
401      -1.089571e-02  -8.815050e-03  2.080657e-03   1.91e-01  
402      -1.280050e-02  -8.622692e-03  4.177808e-03   3.26e-01  
403      -1.252828e-02  -1.312151e-02  5.932305e-04   4.74e-02  
404      -1.127172e-02  -1.304670e-02  1.774981e-03   1.57e-01  
405      -5.136854e-03  -6.086339e-03  9.494849e-04   1.85e-01  
406      2.954620e-03   6.073378e-03   3.118758e-03   1.06e+00  
407      1.022341e-02   1.023818e-02   1.477109e-05   1.44e-03  
408      1.456238e-02   1.368244e-02   8.799407e-04   6.04e-02  
409      1.489713e-02   1.157559e-02   3.321537e-03   2.23e-01  
410      1.123616e-02   1.025137e-02   9.847911e-04   8.76e-02  
411      4.391527e-03   5.909214e-03   1.517688e-03   3.46e-01  
412      -4.512057e-03  -6.759365e-03  2.247307e-03   4.98e-01  
413      -1.453447e-02  -1.545391e-02  9.194378e-04   6.33e-02  
414      -2.527099e-02  -2.356069e-02  1.710303e-03   6.77e-02  
415      -3.705155e-02  -3.870809e-02  1.656541e-03   4.47e-02  
416      -5.107722e-02  -4.935282e-02  1.724396e-03   3.38e-02  
417      -6.957043e-02  -7.055110e-02  9.806657e-04   1.41e-02  
418      -9.595164e-02  -9.721066e-02  1.259020e-03   1.31e-02  
419      -1.349847e-01  -1.338260e-01  1.158664e-03   8.58e-03  
420      -1.927592e-01  -1.915732e-01  1.185933e-03   6.15e-03  
421      -2.762946e-01  -2.739171e-01  2.377572e-03   8.61e-03  
422      -3.924796e-01  -3.901598e-01  2.319831e-03   5.91e-03  
423      -5.460625e-01  -5.479903e-01  1.927876e-03   3.53e-03  
424      -7.365845e-01  -7.376320e-01  1.047502e-03   1.42e-03  
425      -9.545757e-01  -9.554117e-01  8.359511e-04   8.76e-04  
426      -1.177974e+00  -1.177441e+00  5.326159e-04   4.52e-04  
427      -1.370306e+00  -1.371671e+00  1.365092e-03   9.96e-04  
428      -1.482253e+00  -1.481425e+00  8.280541e-04   5.59e-04  
429      -1.457622e+00  -1.459900e+00  2.278425e-03   1.56e-03  
430      -1.243787e+00  -1.245540e+00  1.753227e-03   1.41e-03  
431      -8.060277e-01  -8.065701e-01  5.424303e-04   6.73e-04  
432      -1.447724e-01  -1.458659e-01  1.093476e-03   7.55e-03  
433      6.871902e-01   6.893536e-01   2.163387e-03   3.15e-03  
434      1.575668e+00   1.574833e+00   8.344832e-04   5.30e-04  
435      2.356663e+00   2.360092e+00   3.429405e-03   1.46e-03  
436      2.855193e+00   2.857592e+00   2.398394e-03   8.40e-04  
437      2.941004e+00   2.945224e+00   4.219570e-03   1.43e-03  
438      2.576954e+00   2.576237e+00   7.167861e-04   2.78e-04  
439      1.836498e+00   1.836921e+00   4.232718e-04   2.30e-04  
440      8.804695e-01   8.783820e-01   2.087520e-03   2.37e-03  
441      -9.604555e-02  -9.663313e-02  5.875831e-04   6.12e-03  
442      -9.194119e-01  -9.169792e-01  2.432777e-03   2.65e-03  
443      -1.469667e+00  -1.469830e+00  1.626716e-04   1.11e-04  
444      -1.681205e+00  -1.679538e+00  1.667294e-03   9.92e-04  
445      -1.521409e+00  -1.519958e+00  1.451488e-03   9.54e-04  
446      -9.622742e-01  -9.623029e-01  2.868908e-05   2.98e-05  
447      4.355188e-02   1.555597e-01   1.120079e-01   2.57e+00  
448      1.576557e+00   2.329383e+00   7.528262e-01   4.78e-01  
449      2.543477e+00   3.025839e+00   4.823621e-01   1.90e-01  
450      3.569279e+00   3.195181e+00   3.740982e-01   1.05e-01  
451      -1.786517e-03  -7.960352e-04  9.904821e-04   5.54e-01  
452      -3.658251e-03  -2.969728e-03  6.885233e-04   1.88e-01  
453      -3.495228e-03  -3.544983e-03  4.975518e-05   1.42e-02  
454      -2.862289e-03  -4.538379e-04  2.408451e-03   8.41e-01  
455      1.759135e-03   8.890311e-05   1.670232e-03   9.49e-01  
456      7.065397e-03   5.419452e-03   1.645945e-03   2.33e-01  
457      1.049662e-02   1.255489e-02   2.058275e-03   1.96e-01  
458      1.074942e-02   9.345740e-03   1.403683e-03   1.31e-01  
459      7.855192e-03   6.406026e-03   1.449166e-03   1.84e-01  
460      2.799867e-03   3.555897e-03   7.560295e-04   2.70e-01  
461      -3.149709e-03  -4.353524e-03  1.203815e-03   3.82e-01  
462      -9.080136e-03  -9.613132e-03  5.329957e-04   5.87e-02  
463      -1.475702e-02  -1.383478e-02  9.222378e-04   6.25e-02  
464      -2.066313e-02  -1.796570e-02  2.697427e-03   1.31e-01  
465      -2.795198e-02  -2.733009e-02  6.218897e-04   2.22e-02  
466      -3.846713e-02  -3.652121e-02  1.945913e-03   5.06e-02  
467      -5.485739e-02  -5.376342e-02  1.093972e-03   1.99e-02  
468      -8.074392e-02  -8.396000e-02  3.216086e-03   3.98e-02  
469      -1.208566e-01  -1.228123e-01  1.955696e-03   1.62e-02  
470      -1.810098e-01  -1.786559e-01  2.353903e-03   1.30e-02  
471      -2.677127e-01  -2.690965e-01  1.383785e-03   5.17e-03  
472      -3.871193e-01  -3.894875e-01  2.368156e-03   6.12e-03  
473      -5.430040e-01  -5.432662e-01  2.621763e-04   4.83e-04  
474      -7.335470e-01  -7.334256e-01  1.213888e-04   1.65e-04  
475      -9.470649e-01  -9.473144e-01  2.495890e-04   2.64e-04  
476      -1.157514e+00  -1.159497e+00  1.982180e-03   1.71e-03  
477      -1.321599e+00  -1.322469e+00  8.706179e-04   6.59e-04  
478      -1.379944e+00  -1.382175e+00  2.231189e-03   1.62e-03  
479      -1.264562e+00  -1.264337e+00  2.245932e-04   1.78e-04  
480      -9.137913e-01  -9.127227e-01  1.068534e-03   1.17e-03  
481      -2.950269e-01  -2.956069e-01  5.800349e-04   1.97e-03  
482      5.665846e-01   5.683455e-01   1.760877e-03   3.11e-03  
483      1.562890e+00   1.564137e+00   1.247410e-03   7.98e-04  
484      2.501972e+00   2.500847e+00   1.124457e-03   4.49e-04  
485      3.151096e+00   3.150965e+00   1.309315e-04   4.16e-05  
486      3.315456e+00   3.314996e+00   4.599448e-04   1.39e-04  
487      2.915907e+00   2.918033e+00   2.126454e-03   7.29e-04  
488      2.026426e+00   2.026927e+00   5.004427e-04   2.47e-04  
489      8.509172e-01   8.501004e-01   8.168136e-04   9.60e-04  
490      -3.517062e-01  -3.559956e-01  4.289365e-03   1.22e-02  
491      -1.354234e+00  -1.355169e+00  9.354158e-04   6.91e-04  
492      -2.013904e+00  -2.014666e+00  7.624276e-04   3.79e-04  
493      -2.274966e+00  -2.277282e+00  2.316496e-03   1.02e-03  
494      -2.137647e+00  -2.136799e+00  8.476410e-04   3.97e-04  
495      -1.618959e+00  -1.619275e+00  3.152854e-04   1.95e-04  
496      -7.219192e-01  -7.210524e-01  8.667819e-04   1.20e-03  
497      5.811089e-01   7.215549e-01   1.404460e-01   2.42e-01  
498      2.351413e+00   3.265124e+00   9.137111e-01   3.89e-01  
499      3.452115e+00   3.970964e+00   5.188490e-01   1.50e-01  
500      4.574891e+00   4.022272e+00   5.526190e-01   1.21e-01  
501      -2.923685e-05  1.259878e-03   1.289114e-03   4.41e+01  
502      -2.184754e-03  -6.765049e-03  4.580294e-03   2.10e+00  
503      -2.800533e-03  5.113634e-04   3.311897e-03   1.18e+00  
504      -4.203561e-03  -5.310312e-03  1.106752e-03   2.63e-01  
505      -3.080495e-03  -4.151161e-03  1.070666e-03   3.48e-01  
506      -2.522419e-03  -3.860805e-04  2.136339e-03   8.47e-01  
507      -3.998012e-03  -3.052037e-03  9.459753e-04   2.37e-01  
508      -7.282598e-03  -6.224809e-03  1.057789e-03   1.45e-01  
509      -1.104733e-02  -1.018407e-02  8.632618e-04   7.81e-02  
510      -1.388618e-02  -1.339458e-02  4.915980e-04   3.54e-02  
511      -1.524601e-02  -1.862281e-02  3.376800e-03   2.21e-01  
512      -1.572515e-02  -1.693365e-02  1.208509e-03   7.69e-02  
513      -1.681454e-02  -1.471813e-02  2.096415e-03   1.25e-01  
514      -2.056241e-02  -2.139564e-02  8.332226e-04   4.05e-02  
515      -2.945241e-02  -3.171840e-02  2.265987e-03   7.69e-02  
516      -4.649196e-02  -4.678577e-02  2.938130e-04   6.32e-03  
517      -7.539749e-02  -7.493122e-02  4.662694e-04   6.18e-03  
518      -1.207664e-01  -1.248977e-01  4.131287e-03   3.42e-02  
519      -1.881337e-01  -1.892540e-01  1.120313e-03   5.95e-03  
520      -2.837769e-01  -2.824984e-01  1.278543e-03   4.51e-03  
521      -4.140485e-01  -4.169285e-01  2.880045e-03   6.96e-03  
522      -5.839030e-01  -5.834704e-01  4.325956e-04   7.41e-04  
523      -7.942754e-01  -7.941533e-01  1.221540e-04   1.54e-04  
524      -1.038316e+00  -1.040672e+00  2.356100e-03   2.27e-03  
525      -1.296758e+00  -1.296143e+00  6.148379e-04   4.74e-04  
526      -1.533144e+00  -1.532005e+00  1.139222e-03   7.43e-04  
527      -1.690425e+00  -1.691003e+00  5.781266e-04   3.42e-04  
528      -1.692246e+00  -1.692882e+00  6.357732e-04   3.76e-04  
529      -1.452949e+00  -1.452381e+00  5.675942e-04   3.91e-04  
530      -9.004843e-01  -8.998850e-01  5.993150e-04   6.66e-04  
531      -1.492290e-02  -1.383614e-02  1.086754e-03   7.28e-02  
532      1.122783e+00   1.123857e+00   1.074229e-03   9.57e-04  
533      2.301409e+00   2.304270e+00   2.861593e-03   1.24e-03  
534      3.214726e+00   3.217245e+00   2.518251e-03   7.83e-04  
535      3.569459e+00   3.567578e+00   1.880389e-03   5.27e-04  
536      3.210015e+00   3.213899e+00   3.883750e-03   1.21e-03  
537      2.192530e+00   2.188089e+00   4.440866e-03   2.03e-03  
538      7.711275e-01   7.737478e-01   2.620368e-03   3.40e-03  
539      -7.034645e-01  -7.014050e-01  2.059486e-03   2.93e-03  
540      -1.920410e+00  -1.923893e+00  3.483041e-03   1.81e-03  
541      -2.698012e+00  -2.697089e+00  9.237544e-04   3.42e-04  
542      -2.989133e+00  -2.987633e+00  1.500439e-03   5.02e-04  
543      -2.831991e+00  -2.833315e+00  1.323469e-03   4.67e-04  
544      -2.292013e+00  -2.294163e+00  2.150192e-03   9.38e-04  
545      -1.420252e+00  -1.421134e+00  8.814253e-04   6.21e-04  
546      -2.333153e-01  -2.325753e-01  7.399480e-04   3.17e-03  
547      1.289525e+00   1.467205e+00   1.776810e-01   1.38e-01  
548      3.197885e+00   4.255010e+00   1.057124e+00   3.31e-01  
549      4.370534e+00   4.903972e+00   5.334383e-01   1.22e-01  
550      5.530357e+00   4.789246e+00   7.411116e-01   1.34e-01  
551      -1.079777e-02  -7.332801e-03  3.464968e-03   3.21e-01  
552      -1.421177e-02  -1.250964e-02  1.702124e-03   1.20e-01  
553      -1.736145e-02  -1.912213e-02  1.760672e-03   1.01e-01  
554      -2.400948e-02  -2.497382e-02  9.643350e-04   4.02e-02  
555      -2.991931e-02  -2.708975e-02  2.829557e-03   9.46e-02  
556      -3.653819e-02  -3.769287e-02  1.154677e-03   3.16e-02  
557      -4.297272e-02  -4.543222e-02  2.459496e-03   5.72e-02  
558      -4.694856e-02  -4.981803e-02  2.869469e-03   6.11e-02  
559      -4.645930e-02  -4.628919e-02  1.701115e-04   3.66e-03  
560      -4.134705e-02  -3.896798e-02  2.379066e-03   5.75e-02  
561      -3.360407e-02  -3.293098e-02  6.730845e-04   2.00e-02  
562      -2.646945e-02  -2.671436e-02  2.449092e-04   9.25e-03  
563      -2.352487e-02  -2.086927e-02  2.655603e-03   1.13e-01  
564      -2.840528e-02  -2.957040e-02  1.165122e-03   4.10e-02  
565      -4.498854e-02  -4.828394e-02  3.295400e-03   7.32e-02  
566      -7.776464e-02  -7.541985e-02  2.344791e-03   3.02e-02  
567      -1.321869e-01  -1.341377e-01  1.950839e-03   1.48e-02  
568      -2.148960e-01  -2.141426e-01  7.533828e-04   3.51e-03  
569      -3.337190e-01  -3.348816e-01  1.162672e-03   3.48e-03  
570      -4.972782e-01  -4.976027e-01  3.245700e-04   6.53e-04  
571      -7.138926e-01  -7.147216e-01  8.290402e-04   1.16e-03  
572      -9.892230e-01  -9.874043e-01  1.818667e-03   1.84e-03  
573      -1.321937e+00  -1.323445e+00  1.508594e-03   1.14e-03  
574      -1.697153e+00  -1.697826e+00  6.726965e-04   3.96e-04  
575      -2.079982e+00  -2.077990e+00  1.992087e-03   9.58e-04  
576      -2.410747e+00  -2.409154e+00  1.592795e-03   6.61e-04  
577      -2.603388e+00  -2.605357e+00  1.969339e-03   7.56e-04  
578      -2.548645e+00  -2.550850e+00  2.204220e-03   8.65e-04  
579      -2.130807e+00  -2.131976e+00  1.169004e-03   5.49e-04  
580      -1.267622e+00  -1.265998e+00  1.624075e-03   1.28e-03  
581      1.808060e-02   1.663193e-02   1.448668e-03   8.01e-02  
582      1.520916e+00   1.518966e+00   1.949957e-03   1.28e-03  
583      2.851061e+00   2.848122e+00   2.939704e-03   1.03e-03  
584      3.570409e+00   3.570631e+00   2.222677e-04   6.23e-05  
585      3.390591e+00   3.389157e+00   1.433562e-03   4.23e-04  
586      2.310260e+00   2.310544e+00   2.833815e-04   1.23e-04  
587      6.306134e-01   6.293594e-01   1.253977e-03   1.99e-03  
588      -1.168867e+00  -1.167735e+00  1.131363e-03   9.68e-04  
589      -2.645307e+00  -2.645354e+00  4.656811e-05   1.76e-05  
590      -3.551506e+00  -3.550616e+00  8.894618e-04   2.50e-04  
591      -3.848918e+00  -3.845582e+00  3.335191e-03   8.67e-04  
592      -3.625290e+00  -3.625905e+00  6.147480e-04   1.70e-04  
593      -3.004074e+00  -3.003866e+00  2.076803e-04   6.91e-05  
594      -2.086655e+00  -2.087051e+00  3.959584e-04   1.90e-04  
595      -9.289300e-01  -9.275009e-01  1.429145e-03   1.54e-03  
596      4.592375e-01   4.594683e-01   2.307679e-04   5.03e-04  
597      2.102619e+00   2.313659e+00   2.110395e-01   1.00e-01  
598      4.044331e+00   5.215855e+00   1.171524e+00   2.90e-01  
599      5.226377e+00   5.749514e+00   5.231370e-01   1.00e-01  
600      6.366999e+00   5.448639e+00   9.183602e-01   1.44e-01  
601      -4.169610e-02  -3.129821e-02  1.039789e-02   2.49e-01  
602      -4.887948e-02  -4.745425e-02  1.425226e-03   2.92e-02  
603      -5.851419e-02  -6.671371e-02  8.199524e-03   1.40e-01  
604      -7.633748e-02  -7.876520e-02  2.427715e-03   3.18e-02  
605      -9.392333e-02  -9.351902e-02  4.043070e-04   4.30e-03  
606      -1.089210e-01  -1.098590e-01  9.380253e-04   8.61e-03  
607      -1.170305e-01  -1.157223e-01  1.308257e-03   1.12e-02  
608      -1.145464e-01  -1.134842e-01  1.062105e-03   9.27e-03  
609      -1.013769e-01  -1.034816e-01  2.104706e-03   2.08e-02  
610      -8.165907e-02  -8.481084e-02  3.151768e-03   3.86e-02  
611      -6.139716e-02  -6.079904e-02  5.981218e-04   9.74e-03  
612      -4.630335e-02  -4.472940e-02  1.573950e-03   3.40e-02  
613      -4.125201e-02  -3.729451e-02  3.957499e-03   9.59e-02  
614      -5.076002e-02  -5.048196e-02  2.780641e-04   5.48e-03  
615      -7.975356e-02  -7.849917e-02  1.254387e-03   1.57e-02  
616      -1.342748e-01  -1.340707e-01  2.041491e-04   1.52e-03  
617      -2.220316e-01  -2.217992e-01  2.324513e-04   1.05e-03  
618      -3.527670e-01  -3.538762e-01  1.109172e-03   3.14e-03  
619      -5.383885e-01  -5.396987e-01  1.310241e-03   2.43e-03  
620      -7.926628e-01  -7.916983e-01  9.645240e-04   1.22e-03  
621      -1.130024e+00  -1.130803e+00  7.788998e-04   6.89e-04  
622      -1.562577e+00  -1.562635e+00  5.828418e-05   3.73e-05  
623      -2.093582e+00  -2.095657e+00  2.075768e-03   9.91e-04  
624      -2.705079e+00  -2.704074e+00  1.004707e-03   3.71e-04  
625      -3.339922e+00  -3.340121e+00  1.995287e-04   5.97e-05  
626      -3.894380e+00  -3.895562e+00  1.181396e-03   3.03e-04  
627      -4.220028e+00  -4.220193e+00  1.643384e-04   3.89e-05  
628      -4.137689e+00  -4.138674e+00  9.857621e-04   2.38e-04  
629      -3.468756e+00  -3.470700e+00  1.944384e-03   5.61e-04  
630      -2.126247e+00  -2.126664e+00  4.169314e-04   1.96e-04  
631      -2.554152e-01  -2.579743e-01  2.559092e-03   1.00e-02  
632      1.674622e+00   1.677540e+00   2.917494e-03   1.74e-03  
633      3.019964e+00   3.020251e+00   2.868774e-04   9.50e-05  
634      3.271030e+00   3.270318e+00   7.123995e-04   2.18e-04  
635      2.291960e+00   2.291904e+00   5.653218e-05   2.47e-05  
636      3.951271e-01   3.962923e-01   1.165174e-03   2.95e-03  
637      -1.773582e+00  -1.771873e+00  1.708707e-03   9.63e-04  
638      -3.560361e+00  -3.557987e+00  2.373572e-03   6.67e-04  
639      -4.603886e+00  -4.602442e+00  1.444158e-03   3.14e-04  
640      -4.873593e+00  -4.872246e+00  1.347009e-03   2.76e-04  
641      -4.526404e+00  -4.525624e+00  7.795869e-04   1.72e-04  
642      -3.760280e+00  -3.758078e+00  2.201856e-03   5.86e-04  
643      -2.732978e+00  -2.734196e+00  1.218526e-03   4.46e-04  
644      -1.536582e+00  -1.536790e+00  2.087614e-04   1.36e-04  
645      -2.029648e-01  -1.999681e-01  2.996734e-03   1.48e-02  
646      1.278419e+00   1.277296e+00   1.122481e-03   8.78e-04  
647      2.940563e+00   3.178285e+00   2.377219e-01   8.08e-02  
648      4.820813e+00   6.074539e+00   1.253725e+00   2.60e-01  
649      5.957413e+00   6.454070e+00   4.966573e-01   8.34e-02  
650      7.032293e+00   5.965392e+00   1.066900e+00   1.52e-01  
651      -1.045286e-01  -8.438496e-02  2.014362e-02   1.93e-01  
652      -1.217459e-01  -1.141971e-01  7.548858e-03   6.20e-02  
653      -1.453335e-01  -1.594440e-01  1.411051e-02   9.71e-02  
654      -1.823827e-01  -1.894714e-01  7.088737e-03   3.89e-02  
655      -2.145830e-01  -2.168206e-01  2.237620e-03   1.04e-02  
656      -2.341188e-01  -2.330978e-01  1.020943e-03   4.36e-03  
657      -2.335682e-01  -2.314237e-01  2.144571e-03   9.18e-03  
658      -2.117783e-01  -2.138354e-01  2.057060e-03   9.71e-03  
659      -1.764128e-01  -1.774188e-01  1.005967e-03   5.70e-03  
660      -1.382244e-01  -1.406220e-01  2.397597e-03   1.73e-02  
661      -1.060444e-01  -1.053706e-01  6.738010e-04   6.35e-03  
662      -8.592720e-02  -8.709208e-02  1.164880e-03   1.36e-02  
663      -8.232859e-02  -8.274264e-02  4.140497e-04   5.03e-03  
664      -9.956867e-02  -9.715382e-02  2.414853e-03   2.43e-02  
665      -1.430236e-01  -1.412764e-01  1.747234e-03   1.22e-02  
666      -2.200223e-01  -2.195952e-01  4.271266e-04   1.94e-03  
667      -3.405625e-01  -3.426792e-01  2.116726e-03   6.22e-03  
668      -5.179507e-01  -5.182019e-01  2.511753e-04   4.85e-04  
669      -7.693883e-01  -7.685342e-01  8.541683e-04   1.11e-03  
670      -1.116353e+00  -1.115343e+00  1.009309e-03   9.04e-04  
671      -1.584311e+00  -1.583805e+00  5.063250e-04   3.20e-04  
672      -2.200636e+00  -2.200473e+00  1.632715e-04   7.42e-05  
673      -2.988227e+00  -2.988156e+00  7.096067e-05   2.37e-05  
674      -3.948872e+00  -3.947518e+00  1.353847e-03   3.43e-04  
675      -5.025686e+00  -5.024769e+00  9.168871e-04   1.82e-04  
676      -6.043737e+00  -6.045881e+00  2.144231e-03   3.55e-04  
677      -6.732006e+00  -6.728962e+00  3.044234e-03   4.52e-04  
678      -6.746675e+00  -6.747511e+00  8.362886e-04   1.24e-04  
679      -5.771334e+00  -5.772783e+00  1.449462e-03   2.51e-04  
680      -3.718934e+00  -3.717800e+00  1.134025e-03   3.05e-04  
681      -1.063694e+00  -1.061431e+00  2.262740e-03   2.13e-03  
682      1.260336e+00   1.260843e+00   5.067439e-04   4.02e-04  
683      2.371392e+00   2.370524e+00   8.679737e-04   3.66e-04  
684      1.866771e+00   1.866988e+00   2.171262e-04   1.16e-04  
685      -4.687545e-02  -4.387971e-02  2.995741e-03   6.39e-02  
686      -2.563118e+00  -2.564709e+00  1.590846e-03   6.21e-04  
687      -4.697418e+00  -4.697922e+00  5.035630e-04   1.07e-04  
688      -5.875673e+00  -5.874502e+00  1.170897e-03   1.99e-04  
689      -6.066024e+00  -6.068172e+00  2.148631e-03   3.54e-04  
690      -5.522865e+00  -5.521793e+00  1.072174e-03   1.94e-04  
691      -4.541798e+00  -4.542422e+00  6.240966e-04   1.37e-04  
692      -3.345166e+00  -3.344504e+00  6.620733e-04   1.98e-04  
693      -2.058038e+00  -2.058686e+00  6.483759e-04   3.15e-04  
694      -7.251466e-01  -7.238586e-01  1.287986e-03   1.78e-03  
695      6.604659e-01   6.586024e-01   1.863452e-03   2.82e-03  
696      2.131080e+00   2.131736e+00   6.554412e-04   3.08e-04  
697      3.724272e+00   3.979044e+00   2.547719e-01   6.84e-02  
698      5.468543e+00   6.764584e+00   1.296042e+00   2.37e-01  
699      6.517661e+00   6.974637e+00   4.569758e-01   7.01e-02  
700      7.492909e+00   6.301950e+00   1.190958e+00   1.59e-01  
701      -2.218238e-01  -1.727360e-01  4.908778e-02   2.21e-01  
702      -2.633767e-01  -2.524312e-01  1.094550e-02   4.16e-02  
703      -3.094185e-01  -3.389532e-01  2.953476e-02   9.55e-02  
704      -3.706471e-01  -3.779401e-01  7.292957e-03   1.97e-02  
705      -4.124444e-01  -4.111212e-01  1.323270e-03   3.21e-03  
706      -4.208967e-01  -4.212163e-01  3.196417e-04   7.59e-04  
707      -3.903359e-01  -3.883197e-01  2.016230e-03   5.17e-03  
708      -3.347344e-01  -3.353543e-01  6.199310e-04   1.85e-03  
709      -2.737142e-01  -2.692104e-01  4.503740e-03   1.65e-02  
710      -2.209937e-01  -2.215772e-01  5.835296e-04   2.64e-03  
711      -1.836860e-01  -1.851045e-01  1.418438e-03   7.72e-03  
712      -1.651954e-01  -1.634910e-01  1.704365e-03   1.03e-02  
713      -1.678901e-01  -1.690016e-01  1.111474e-03   6.62e-03  
714      -1.949165e-01  -1.945268e-01  3.897254e-04   2.00e-03  
715      -2.513601e-01  -2.512522e-01  1.078445e-04   4.29e-04  
716      -3.450797e-01  -3.435850e-01  1.494648e-03   4.33e-03  
717      -4.875111e-01  -4.891058e-01  1.594672e-03   3.27e-03  
718      -6.946646e-01  -6.956107e-01  9.460525e-04   1.36e-03  
719      -9.884591e-01  -9.879618e-01  4.973187e-04   5.03e-04  
720      -1.398429e+00  -1.400125e+00  1.695572e-03   1.21e-03  
721      -1.963630e+00  -1.965439e+00  1.808868e-03   9.21e-04  
722      -2.734064e+00  -2.731786e+00  2.277742e-03   8.33e-04  
723      -3.769511e+00  -3.769673e+00  1.623717e-04   4.31e-05  
724      -5.130396e+00  -5.129822e+00  5.743273e-04   1.12e-04  
725      -6.838788e+00  -6.838238e+00  5.495825e-04   8.04e-05  
726      -8.751173e+00  -8.747136e+00  4.036837e-03   4.61e-04  
727      -1.030241e+01  -1.030201e+01  4.048926e-04   3.93e-05  
728      -1.081706e+01  -1.081665e+01  4.059227e-04   3.75e-05  
729      -9.624402e+00  -9.623001e+00  1.401184e-03   1.46e-04  
730      -6.723841e+00  -6.722166e+00  1.674974e-03   2.49e-04  
731      -3.171315e+00  -3.171244e+00  7.075326e-05   2.23e-05  
732      -5.470313e-01  -5.451986e-01  1.832607e-03   3.35e-03  
733      2.108594e-01   2.116276e-01   7.681545e-04   3.64e-03  
734      -1.085158e+00  -1.086448e+00  1.289493e-03   1.19e-03  
735      -3.649861e+00  -3.652576e+00  2.714530e-03   7.44e-04  
736      -6.073741e+00  -6.071792e+00  1.948647e-03   3.21e-04  
737      -7.348755e+00  -7.350762e+00  2.007087e-03   2.73e-04  
738      -7.384401e+00  -7.383748e+00  6.531733e-04   8.85e-05  
739      -6.559243e+00  -6.560417e+00  1.173783e-03   1.79e-04  
740      -5.291619e+00  -5.287688e+00  3.931128e-03   7.43e-04  
741      -3.875844e+00  -3.873488e+00  2.355677e-03   6.08e-04  
742      -2.464708e+00  -2.463347e+00  1.361356e-03   5.52e-04  
743      -1.104625e+00  -1.107597e+00  2.972656e-03   2.69e-03  
744      2.195075e-01   2.175871e-01   1.920444e-03   8.75e-03  
745      1.548638e+00   1.548044e+00   5.947669e-04   3.84e-04  
746      2.926723e+00   2.926332e+00   3.913837e-04   1.34e-04  
747      4.387365e+00   4.649113e+00   2.617484e-01   5.97e-02  
748      5.945802e+00   7.254202e+00   1.308399e+00   2.20e-01  
749      6.879872e+00   7.281807e+00   4.019345e-01   5.84e-02  
750      7.734514e+00   6.461384e+00   1.273131e+00   1.65e-01  
751      -4.556343e-01  -3.486089e-01  1.070254e-01   2.35e-01  
752      -5.356248e-01  -5.080844e-01  2.754041e-02   5.14e-02  
753      -5.990596e-01  -6.554947e-01  5.643507e-02   9.42e-02  
754      -6.753564e-01  -6.899711e-01  1.461472e-02   2.16e-02  
755      -7.021293e-01  -7.008914e-01  1.237920e-03   1.76e-03  
756      -6.595999e-01  -6.583043e-01  1.295618e-03   1.96e-03  
757      -5.746141e-01  -5.785682e-01  3.954161e-03   6.88e-03  
758      -4.836572e-01  -4.803492e-01  3.308056e-03   6.84e-03  
759      -4.077144e-01  -4.062740e-01  1.440432e-03   3.53e-03  
760      -3.543421e-01  -3.523110e-01  2.031097e-03   5.73e-03  
761      -3.244466e-01  -3.195130e-01  4.933607e-03   1.52e-02  
762      -3.169047e-01  -3.164901e-01  4.146164e-04   1.31e-03  
763      -3.311480e-01  -3.297230e-01  1.424997e-03   4.30e-03  
764      -3.684855e-01  -3.687962e-01  3.107127e-04   8.43e-04  
765      -4.327808e-01  -4.334561e-01  6.753091e-04   1.56e-03  
766      -5.309889e-01  -5.317856e-01  7.967296e-04   1.50e-03  
767      -6.739268e-01  -6.761557e-01  2.228887e-03   3.31e-03  
768      -8.775558e-01  -8.773206e-01  2.351569e-04   2.68e-04  
769      -1.165051e+00  -1.164807e+00  2.444366e-04   2.10e-04  
770      -1.569989e+00  -1.570425e+00  4.357732e-04   2.78e-04  
771      -2.141081e+00  -2.142288e+00  1.207424e-03   5.64e-04  
772      -2.948907e+00  -2.946721e+00  2.185784e-03   7.41e-04  
773      -4.095155e+00  -4.094646e+00  5.083883e-04   1.24e-04  
774      -5.723201e+00  -5.722537e+00  6.634494e-04   1.16e-04  
775      -8.031389e+00  -8.034144e+00  2.755297e-03   3.43e-04  
776      -1.121146e+01  -1.121042e+01  1.038659e-03   9.26e-05  
777      -1.492535e+01  -1.492675e+01  1.395663e-03   9.35e-05  
778      -1.692549e+01  -1.692640e+01  9.107151e-04   5.38e-05  
779      -1.639563e+01  -1.639437e+01  1.263717e-03   7.71e-05  
780      -1.317915e+01  -1.317982e+01  6.708641e-04   5.09e-05  
781      -8.905367e+00  -8.907504e+00  2.137260e-03   2.40e-04  
