Element  Analyticvalue  Numericvalue   Abs.err        Rel.err
388      -1.695048e+01  -1.695191e+01  1.434369e-03   8.46e-05  
389      -2.020320e+01  -2.020370e+01  4.955990e-04   2.45e-05  
390      -2.286035e+01  -2.286125e+01  9.014054e-04   3.94e-05  
391      -2.478276e+01  -2.478056e+01  2.195625e-03   8.86e-05  
392      -2.595646e+01  -2.595814e+01  1.681920e-03   6.48e-05  
393      -2.649585e+01  -2.649497e+01  8.847275e-04   3.34e-05  
394      -2.663624e+01  -2.663760e+01  1.353051e-03   5.08e-05  
395      -2.673333e+01  -2.673318e+01  1.489216e-04   5.57e-06  
396      -2.727832e+01  -2.727684e+01  1.476219e-03   5.41e-05  
397      -2.892642e+01  -3.017055e+01  1.244134e+00   4.30e-02  
398      -3.253046e+01  -3.883112e+01  6.300662e+00   1.94e-01  
399      -3.481764e+01  -3.647445e+01  1.656809e+00   4.76e-02  
400      -3.758865e+01  -3.132685e+01  6.261807e+00   1.67e-01  
401      -9.501351e-02  -7.239555e-02  2.261796e-02   2.38e-01  
402      -1.176733e-01  -1.134918e-01  4.181558e-03   3.55e-02  
403      -1.440646e-01  -1.551177e-01  1.105314e-02   7.67e-02  
404      -1.845157e-01  -1.861190e-01  1.603328e-03   8.69e-03  
405      -2.205253e-01  -2.193347e-01  1.190672e-03   5.40e-03  
406      -2.430945e-01  -2.420002e-01  1.094347e-03   4.50e-03  
407      -2.469921e-01  -2.463121e-01  6.800075e-04   2.75e-03  
408      -2.307156e-01  -2.309946e-01  2.790484e-04   1.21e-03  
409      -1.960255e-01  -1.969436e-01  9.180445e-04   4.68e-03  
410      -1.470543e-01  -1.468297e-01  2.246155e-04   1.53e-03  
411      -8.911964e-02  -9.134442e-02  2.224775e-03   2.50e-02  
412      -2.746359e-02  -2.878733e-02  1.323734e-03   4.82e-02  
413      3.385001e-02   3.570221e-02   1.852207e-03   5.47e-02  
414      9.270302e-02   8.986331e-02   2.839717e-03   3.06e-02  
415      1.493005e-01   1.461585e-01   3.141936e-03   2.10e-02  
416      2.062411e-01   2.033858e-01   2.855330e-03   1.38e-02  
417      2.684315e-01   2.670108e-01   1.420634e-03   5.29e-03  
418      3.429924e-01   3.428117e-01   1.806350e-04   5.27e-04  
419      4.392898e-01   4.373585e-01   1.931319e-03   4.40e-03  
420      5.692030e-01   5.707982e-01   1.595149e-03   2.80e-03  
421      7.476494e-01   7.494866e-01   1.837224e-03   2.46e-03  
422      9.930437e-01   9.928503e-01   1.933814e-04   1.95e-04  
423      1.326713e+00   1.326951e+00   2.383427e-04   1.80e-04  
424      1.769611e+00   1.769982e+00   3.716797e-04   2.10e-04  
425      2.334803e+00   2.332986e+00   1.816806e-03   7.78e-04  
426      3.015714e+00   3.016007e+00   2.933814e-04   9.73e-05  
427      3.772746e+00   3.771051e+00   1.694900e-03   4.49e-04  
428      4.522924e+00   4.523227e+00   3.034850e-04   6.71e-05  
429      5.137160e+00   5.139172e+00   2.012481e-03   3.92e-04  
430      5.447248e+00   5.446104e+00   1.144328e-03   2.10e-04  
431      5.261929e+00   5.264669e+00   2.740070e-03   5.21e-04  
432      4.391202e+00   4.392027e+00   8.254555e-04   1.88e-04  
433      2.681017e+00   2.677471e+00   3.545581e-03   1.32e-03  
434      6.039666e-02   6.076311e-02   3.664536e-04   6.07e-03  
435      -3.407874e+00  -3.403907e+00  3.966695e-03   1.16e-03  
436      -7.498343e+00  -7.497079e+00  1.264748e-03   1.69e-04  
437      -1.184321e+01  -1.184299e+01  2.164622e-04   1.83e-05  
438      -1.600775e+01  -1.600939e+01  1.636702e-03   1.02e-04  
439      -1.959779e+01  -1.959977e+01  1.975444e-03   1.01e-04  
440      -2.235854e+01  -2.235864e+01  1.016622e-04   4.55e-06  
441      -2.422706e+01  -2.422788e+01  8.255630e-04   3.41e-05  
442      -2.532602e+01  -2.532793e+01  1.906548e-03   7.53e-05  
443      -2.592101e+01  -2.592232e+01  1.314529e-03   5.07e-05  
444      -2.637796e+01  -2.637977e+01  1.814304e-03   6.88e-05  
445      -2.714494e+01  -2.714350e+01  1.431228e-03   5.27e-05  
446      -2.876037e+01  -2.876113e+01  7.661280e-04   2.66e-05  
447      -3.187698e+01  -3.336092e+01  1.483942e+00   4.66e-02  
448      -3.728950e+01  -4.483347e+01  7.543966e+00   2.02e-01  
449      -4.071202e+01  -4.286454e+01  2.152519e+00   5.29e-02  
450      -4.457365e+01  -3.725310e+01  7.320546e+00   1.64e-01  
451      -1.239944e-01  -9.492715e-02  2.906722e-02   2.34e-01  
452      -1.374213e-01  -1.361623e-01  1.259014e-03   9.16e-03  
453      -1.540833e-01  -1.723540e-01  1.827074e-02   1.19e-01  
454      -1.784411e-01  -1.799992e-01  1.558163e-03   8.73e-03  
455      -2.005970e-01  -1.981052e-01  2.491787e-03   1.24e-02  
456      -2.115800e-01  -2.110701e-01  5.099197e-04   2.41e-03  
457      -2.063690e-01  -2.097713e-01  3.402311e-03   1.65e-02  
458      -1.839972e-01  -1.853475e-01  1.350338e-03   7.34e-03  
459      -1.472691e-01  -1.427923e-01  4.476873e-03   3.04e-02  
460      -1.020986e-01  -1.002297e-01  1.868839e-03   1.83e-02  
461      -5.659892e-02  -5.407037e-02  2.528552e-03   4.47e-02  
462      -2.008490e-02  -1.901844e-02  1.066459e-03   5.31e-02  
463      -2.200311e-03  -4.082722e-03  1.882411e-03   8.56e-01  
464      -1.236357e-02  -1.050739e-02  1.856173e-03   1.50e-01  
465      -5.951617e-02  -5.888955e-02  6.266122e-04   1.05e-02  
466      -1.519613e-01  -1.509748e-01  9.865751e-04   6.49e-03  
467      -2.970083e-01  -2.964748e-01  5.334635e-04   1.80e-03  
468      -5.001086e-01  -5.006848e-01  5.761662e-04   1.15e-03  
469      -7.631000e-01  -7.627366e-01  3.634144e-04   4.76e-04  
470      -1.081056e+00  -1.077821e+00  3.234113e-03   2.99e-03  
471      -1.437205e+00  -1.436642e+00  5.627144e-04   3.92e-04  
472      -1.795829e+00  -1.796699e+00  8.706180e-04   4.85e-04  
473      -2.094931e+00  -2.093338e+00  1.592232e-03   7.60e-04  
474      -2.243743e+00  -2.244377e+00  6.335814e-04   2.82e-04  
475      -2.132716e+00  -2.131950e+00  7.659030e-04   3.59e-04  
476      -1.661284e+00  -1.659497e+00  1.787443e-03   1.08e-03  
477      -7.805438e-01  -7.825138e-01  1.969955e-03   2.52e-03  
478      4.624117e-01   4.624449e-01   3.311028e-05   7.16e-05  
479      1.896384e+00   1.893297e+00   3.086614e-03   1.63e-03  
480      3.227793e+00   3.231207e+00   3.413524e-03   1.06e-03  
481      4.075921e+00   4.072777e+00   3.144154e-03   7.71e-04  
482      4.040176e+00   4.041505e+00   1.328522e-03   3.29e-04  
483      2.797342e+00   2.796462e+00   8.800923e-04   3.15e-04  
484      2.157249e-01   2.158656e-01   1.407309e-04   6.52e-04  
485      -3.557048e+00  -3.557629e+00  5.808460e-04   1.63e-04  
486      -8.089907e+00  -8.090700e+00  7.932605e-04   9.81e-05  
487      -1.277066e+01  -1.277206e+01  1.408861e-03   1.10e-04  
488      -1.698167e+01  -1.698032e+01  1.351149e-03   7.96e-05  
489      -2.028078e+01  -2.028083e+01  4.614151e-05   2.28e-06  
490      -2.251165e+01  -2.251176e+01  1.151294e-04   5.11e-06  
491      -2.380176e+01  -2.380276e+01  1.000533e-03   4.20e-05  
492      -2.447546e+01  -2.447485e+01  6.071773e-04   2.48e-05  
493      -2.495307e+01  -2.495219e+01  8.769819e-04   3.51e-05  
494      -2.568896e+01  -2.569034e+01  1.381801e-03   5.38e-05  
495      -2.715838e+01  -2.715677e+01  1.605378e-03   5.91e-05  
496      -2.987653e+01  -2.987764e+01  1.115554e-03   3.73e-05  
497      -3.442930e+01  -3.612725e+01  1.697946e+00   4.93e-02  
498      -4.150236e+01  -5.013399e+01  8.631635e+00   2.08e-01  
499      -4.595755e+01  -4.853640e+01  2.578848e+00   5.61e-02  
500      -5.077308e+01  -4.249283e+01  8.280244e+00   1.63e-01  
501      -2.268412e-01  -1.835208e-01  4.332043e-02   1.91e-01  
502      -2.303632e-01  -2.308570e-01  4.938457e-04   2.14e-03  
503      -2.371572e-01  -2.697243e-01  3.256708e-02   1.37e-01  
504      -2.459412e-01  -2.534441e-01  7.502865e-03   3.05e-02  
505      -2.566442e-01  -2.562574e-01  3.867675e-04   1.51e-03  
506      -2.600228e-01  -2.605966e-01  5.737644e-04   2.21e-03  
507      -2.503096e-01  -2.471666e-01  3.143074e-03   1.26e-02  
508      -2.256249e-01  -2.257666e-01  1.417136e-04   6.28e-04  
509      -1.882668e-01  -1.870842e-01  1.182578e-03   6.28e-03  
510      -1.447998e-01  -1.420767e-01  2.723130e-03   1.88e-02  
511      -1.056862e-01  -1.055150e-01  1.711325e-04   1.62e-03  
512      -8.445371e-02  -8.345796e-02  9.957522e-04   1.18e-02  
513      -9.693745e-02  -9.611858e-02  8.188714e-04   8.45e-03  
514      -1.610302e-01  -1.607327e-01  2.974516e-04   1.85e-03  
515      -2.968852e-01  -2.980578e-01  1.172544e-03   3.95e-03  
516      -5.272531e-01  -5.262814e-01  9.717072e-04   1.84e-03  
517      -8.775660e-01  -8.744994e-01  3.066635e-03   3.49e-03  
518      -1.375301e+00  -1.374193e+00  1.108476e-03   8.06e-04  
519      -2.047921e+00  -2.048336e+00  4.144860e-04   2.02e-04  
520      -2.918242e+00  -2.917954e+00  2.883457e-04   9.88e-05  
521      -3.995424e+00  -3.996772e+00  1.348370e-03   3.37e-04  
522      -5.259190e+00  -5.259109e+00  8.164690e-05   1.55e-05  
523      -6.635741e+00  -6.634366e+00  1.375639e-03   2.07e-04  
524      -7.971921e+00  -7.974922e+00  3.001139e-03   3.76e-04  
525      -9.026671e+00  -9.027808e+00  1.137360e-03   1.26e-04  
526      -9.505716e+00  -9.504198e+00  1.517878e-03   1.60e-04  
527      -9.148895e+00  -9.149237e+00  3.421996e-04   3.74e-05  
528      -7.849145e+00  -7.846498e+00  2.646173e-03   3.37e-04  
529      -5.754344e+00  -5.754206e+00  1.382199e-04   2.40e-05  
530      -3.304837e+00  -3.306541e+00  1.703385e-03   5.15e-04  
531      -1.176570e+00  -1.175436e+00  1.133842e-03   9.64e-04  
532      -1.217788e-01  -1.217095e-01  6.928822e-05   5.69e-04  
533      -7.246752e-01  -7.232243e-01  1.450937e-03   2.00e-03  
534      -3.157149e+00  -3.160756e+00  3.606718e-03   1.14e-03  
535      -7.070443e+00  -7.066832e+00  3.611652e-03   5.11e-04  
536      -1.169970e+01  -1.170051e+01  8.077571e-04   6.90e-05  
537      -1.613167e+01  -1.613078e+01  8.959158e-04   5.55e-05  
538      -1.962366e+01  -1.962530e+01  1.642215e-03   8.37e-05  
539      -2.183809e+01  -2.183865e+01  5.593839e-04   2.56e-05  
540      -2.288223e+01  -2.288308e+01  8.478084e-04   3.71e-05  
541      -2.316634e+01  -2.316457e+01  1.772011e-03   7.65e-05  
542      -2.321381e+01  -2.321603e+01  2.224942e-03   9.58e-05  
543      -2.353480e+01  -2.353297e+01  1.834275e-03   7.79e-05  
544      -2.458693e+01  -2.458695e+01  1.334483e-05   5.43e-07  
545      -2.679388e+01  -2.679486e+01  9.814580e-04   3.66e-05  
546      -3.058632e+01  -3.058866e+01  2.344934e-03   7.67e-05  
547      -3.644192e+01  -3.831121e+01  1.869294e+00   5.13e-02  
548      -4.491510e+01  -5.442300e+01  9.507896e+00   2.12e-01  
549      -5.022877e+01  -5.313285e+01  2.904081e+00   5.78e-02  
550      -5.580199e+01  -4.673269e+01  9.069306e+00   1.63e-01  
551      -4.262397e-01  -3.455696e-01  8.067018e-02   1.89e-01  
552      -4.216977e-01  -4.305173e-01  8.819606e-03   2.09e-02  
553      -4.225965e-01  -4.888373e-01  6.624074e-02   1.57e-01  
554      -4.239680e-01  -4.383394e-01  1.437143e-02   3.39e-02  
555      -4.346919e-01  -4.359572e-01  1.265271e-03   2.91e-03  
556      -4.431775e-01  -4.405881e-01  2.589388e-03   5.84e-03  
557      -4.399391e-01  -4.374147e-01  2.524422e-03   5.74e-03  
558      -4.191781e-01  -4.193971e-01  2.189643e-04   5.22e-04  
559      -3.808178e-01  -3.777295e-01  3.088308e-03   8.11e-03  
560      -3.318215e-01  -3.321882e-01  3.667027e-04   1.11e-03  
561      -2.855028e-01  -2.865875e-01  1.084675e-03   3.80e-03  
562      -2.597729e-01  -2.606212e-01  8.482300e-04   3.27e-03  
563      -2.761176e-01  -2.750457e-01  1.071898e-03   3.88e-03  
564      -3.598119e-01  -3.569571e-01  2.854781e-03   7.93e-03  
565      -5.410525e-01  -5.450188e-01  3.966279e-03   7.33e-03  
566      -8.565464e-01  -8.559634e-01  5.829468e-04   6.81e-04  
567      -1.351161e+00  -1.348198e+00  2.963116e-03   2.19e-03  
568      -2.079212e+00  -2.077209e+00  2.002616e-03   9.63e-04  
569      -3.104659e+00  -3.102388e+00  2.270767e-03   7.31e-04  
570      -4.498727e+00  -4.498036e+00  6.912405e-04   1.54e-04  
571      -6.332049e+00  -6.329758e+00  2.290680e-03   3.62e-04  
572      -8.655819e+00  -8.654812e+00  1.006453e-03   1.16e-04  
573      -1.146265e+01  -1.146495e+01  2.296531e-03   2.00e-04  
574      -1.461475e+01  -1.461622e+01  1.472688e-03   1.01e-04  
575      -1.776594e+01  -1.776556e+01  3.870406e-04   2.18e-05  
576      -2.034564e+01  -2.034527e+01  3.749519e-04   1.84e-05  
577      -2.168406e+01  -2.168422e+01  1.566009e-04   7.22e-06  
578      -2.126580e+01  -2.126771e+01  1.909334e-03   8.98e-05  
579      -1.902021e+01  -1.902307e+01  2.865247e-03   1.51e-04  
580      -1.550022e+01  -1.549916e+01  1.060659e-03   6.84e-05  
581      -1.183383e+01  -1.183318e+01  6.505992e-04   5.50e-05  
582      -9.359620e+00  -9.359375e+00  2.451107e-04   2.62e-05  
583      -9.049701e+00  -9.050665e+00  9.646730e-04   1.07e-04  
584      -1.104990e+01  -1.105031e+01  4.155570e-04   3.76e-05  
585      -1.464988e+01  -1.464561e+01  4.271518e-03   2.92e-04  
586      -1.863373e+01  -1.863237e+01  1.360727e-03   7.30e-05  
587      -2.181223e+01  -2.181284e+01  6.066590e-04   2.78e-05  
588      -2.350868e+01  -2.350868e+01  1.633806e-06   6.95e-08  
589      -2.374352e+01  -2.374423e+01  7.138107e-04   3.01e-05  
590      -2.303655e+01  -2.303492e+01  1.633231e-03   7.09e-05  
591      -2.207174e+01  -2.206896e+01  2.777448e-03   1.26e-04  
592      -2.146739e+01  -2.147086e+01  3.466414e-03   1.61e-04  
593      -2.170181e+01  -2.170027e+01  1.538222e-03   7.09e-05  
594      -2.313766e+01  -2.313927e+01  1.617271e-03   6.99e-05  
595      -2.608241e+01  -2.608442e+01  2.004210e-03   7.68e-05  
596      -3.084680e+01  -3.084934e+01  2.545743e-03   8.25e-05  
597      -3.778663e+01  -3.978278e+01  1.996149e+00   5.28e-02  
598      -4.732744e+01  -5.745082e+01  1.012337e+01   2.14e-01  
599      -5.328328e+01  -5.640931e+01  3.126034e+00   5.87e-02  
600      -5.939042e+01  -4.973269e+01  9.657729e+00   1.63e-01  
601      -7.507841e-01  -6.077396e-01  1.430445e-01   1.91e-01  
602      -7.455541e-01  -7.586057e-01  1.305156e-02   1.75e-02  
603      -7.530338e-01  -8.732079e-01  1.201741e-01   1.60e-01  
604      -7.686641e-01  -7.912975e-01  2.263333e-02   2.94e-02  
605      -8.037326e-01  -8.034483e-01  2.843405e-04   3.54e-04  
606      -8.390560e-01  -8.407496e-01  1.693646e-03   2.02e-03  
607      -8.560159e-01  -8.543057e-01  1.710220e-03   2.00e-03  
608      -8.418009e-01  -8.427626e-01  9.616636e-04   1.14e-03  
609      -7.950886e-01  -7.946314e-01  4.571902e-04   5.75e-04  
610      -7.264761e-01  -7.284111e-01  1.935062e-03   2.66e-03  
611      -6.539158e-01  -6.550081e-01  1.092258e-03   1.67e-03  
612      -5.989712e-01  -6.016717e-01  2.700463e-03   4.51e-03  
613      -5.858683e-01  -5.860093e-01  1.409172e-04   2.41e-04  
614      -6.427982e-01  -6.435957e-01  7.975837e-04   1.24e-03  
615      -8.045261e-01  -8.086099e-01  4.083799e-03   5.08e-03  
616      -1.115746e+00  -1.112531e+00  3.214855e-03   2.88e-03  
617      -1.635033e+00  -1.636330e+00  1.296793e-03   7.93e-04  
618      -2.439412e+00  -2.439854e+00  4.425483e-04   1.81e-04  
619      -3.629359e+00  -3.626924e+00  2.435189e-03   6.71e-04  
620      -5.333403e+00  -5.333492e+00  8.836720e-05   1.66e-05  
621      -7.709951e+00  -7.712605e+00  2.653920e-03   3.44e-04  
622      -1.094053e+01  -1.094048e+01  4.962847e-05   4.54e-06  
623      -1.520020e+01  -1.519864e+01  1.561000e-03   1.03e-04  
624      -2.057221e+01  -2.057054e+01  1.669121e-03   8.11e-05  
625      -2.681717e+01  -2.681413e+01  3.035258e-03   1.13e-04  
626      -3.314553e+01  -3.314407e+01  1.469298e-03   4.43e-05  
627      -3.822693e+01  -3.822939e+01  2.461386e-03   6.44e-05  
628      -4.065668e+01  -4.065481e+01  1.869861e-03   4.60e-05  
629      -3.963800e+01  -3.963551e+01  2.493689e-03   6.29e-05  
630      -3.561270e+01  -3.561421e+01  1.506660e-03   4.23e-05  
631      -3.031445e+01  -3.031414e+01  3.164488e-04   1.04e-05  
632      -2.600424e+01  -2.600566e+01  1.411509e-03   5.43e-05  
633      -2.419406e+01  -2.419384e+01  2.214394e-04   9.15e-06  
634      -2.496814e+01  -2.497013e+01  1.985400e-03   7.95e-05  
635      -2.714735e+01  -2.714541e+01  1.939361e-03   7.14e-05  
636      -2.903907e+01  -2.903945e+01  3.777263e-04   1.30e-05  
637      -2.937902e+01  -2.937889e+01  1.291702e-04   4.40e-06  
638      -2.795099e+01  -2.795190e+01  9.099741e-04   3.26e-05  
639      -2.539365e+01  -2.539394e+01  2.853685e-04   1.12e-05  
640      -2.261875e+01  -2.261558e+01  3.168057e-03   1.40e-04  
641      -2.040628e+01  -2.040617e+01  1.174237e-04   5.75e-06  
642      -1.928204e+01  -1.928227e+01  2.249736e-04   1.17e-05  
643      -1.955872e+01  -1.955937e+01  6.511397e-04   3.33e-05  
644      -2.142952e+01  -2.143075e+01  1.225976e-03   5.72e-05  
645      -2.505450e+01  -2.505412e+01  3.795884e-04   1.52e-05  
646      -3.061930e+01  -3.061951e+01  2.090473e-04   6.83e-06  
647      -3.836704e+01  -4.043489e+01  2.067853e+00   5.39e-02  
648      -4.861173e+01  -5.906991e+01  1.045818e+01   2.15e-01  
649      -5.497884e+01  -5.822236e+01  3.243516e+00   5.90e-02  
650      -6.139426e+01  -5.140298e+01  9.991281e+00   1.63e-01  
651      -1.238402e+00  -1.003615e+00  2.347873e-01   1.90e-01  
652      -1.253243e+00  -1.264397e+00  1.115439e-02   8.90e-03  
653      -1.295432e+00  -1.484033e+00  1.886011e-01   1.46e-01  
654      -1.365446e+00  -1.408164e+00  4.271764e-02   3.13e-02  
655      -1.460116e+00  -1.459586e+00  5.301031e-04   3.63e-04  
656      -1.543983e+00  -1.546071e+00  2.088132e-03   1.35e-03  
657      -1.583379e+00  -1.584969e+00  1.590249e-03   1.00e-03  
658      -1.562216e+00  -1.562044e+00  1.728783e-04   1.11e-04  
659      -1.488520e+00  -1.485319e+00  3.200599e-03   2.15e-03  
660      -1.382838e+00  -1.384519e+00  1.681350e-03   1.22e-03  
661      -1.267911e+00  -1.265709e+00  2.202456e-03   1.74e-03  
662      -1.164880e+00  -1.166206e+00  1.326169e-03   1.14e-03  
663      -1.094214e+00  -1.092485e+00  1.729249e-03   1.58e-03  
664      -1.078936e+00  -1.078963e+00  2.758605e-05   2.56e-05  
665      -1.148745e+00  -1.148168e+00  5.765190e-04   5.02e-04  
666      -1.344825e+00  -1.346084e+00  1.258856e-03   9.36e-04  
667      -1.725772e+00  -1.726545e+00  7.729751e-04   4.48e-04  
668      -2.375427e+00  -2.372497e+00  2.929368e-03   1.23e-03  
669      -3.413502e+00  -3.413234e+00  2.680355e-04   7.85e-05  
670      -5.009867e+00  -5.012456e+00  2.588304e-03   5.17e-04  
671      -7.402923e+00  -7.404837e+00  1.913998e-03   2.59e-04  
672      -1.092099e+01  -1.092123e+01  2.439849e-04   2.23e-05  
673      -1.600118e+01  -1.600176e+01  5.788127e-04   3.62e-05  
674      -2.318100e+01  -2.318037e+01  6.248205e-04   2.70e-05  
675      -3.297393e+01  -3.297416e+01  2.210283e-04   6.70e-06  
676      -4.494216e+01  -4.494311e+01  9.540588e-04   2.12e-05  
677      -5.711010e+01  -5.710997e+01  1.347443e-04   2.36e-06  
678      -6.631092e+01  -6.631157e+01  6.531548e-04   9.85e-06  
679      -6.996951e+01  -6.996873e+01  7.753772e-04   1.11e-05  
680      -6.756109e+01  -6.756059e+01  4.948268e-04   7.32e-06  
681      -6.129624e+01  -6.129852e+01  2.281737e-03   3.72e-05  
682      -5.445463e+01  -5.445655e+01  1.921906e-03   3.53e-05  
683      -4.954549e+01  -4.954557e+01  8.643619e-05   1.74e-06  
684      -4.699918e+01  -4.699738e+01  1.806068e-03   3.84e-05  
685      -4.535119e+01  -4.535153e+01  3.323942e-04   7.33e-06  
686      -4.256630e+01  -4.256738e+01  1.078196e-03   2.53e-05  
687      -3.789693e+01  -3.789709e+01  1.613317e-04   4.26e-06  
688      -3.206145e+01  -3.206180e+01  3.508961e-04   1.09e-05  
689      -2.625703e+01  -2.625558e+01  1.444738e-03   5.50e-05  
690      -2.145610e+01  -2.145664e+01  5.436592e-04   2.53e-05  
691      -1.822612e+01  -1.822769e+01  1.565973e-03   8.59e-05  
692      -1.680554e+01  -1.680505e+01  4.835110e-04   2.88e-05  
693      -1.724925e+01  -1.724812e+01  1.127938e-03   6.54e-05  
694      -1.955403e+01  -1.955462e+01  5.887723e-04   3.01e-05  
695      -2.373828e+01  -2.373614e+01  2.135662e-03   9.00e-05  
696      -2.988077e+01  -2.988217e+01  1.400363e-03   4.69e-05  
697      -3.813341e+01  -4.021717e+01  2.083765e+00   5.46e-02  
698      -4.872120e+01  -5.924092e+01  1.051972e+01   2.16e-01  
699      -5.527543e+01  -5.853668e+01  3.261250e+00   5.90e-02  
700      -6.178911e+01  -5.171843e+01  1.007068e+01   1.63e-01  
701      -1.951105e+00  -1.570513e+00  3.805920e-01   1.95e-01  
702      -2.037528e+00  -2.033547e+00  3.981415e-03   1.95e-03  
703      -2.158378e+00  -2.447829e+00  2.894506e-01   1.34e-01  
704      -2.333435e+00  -2.398510e+00  6.507451e-02   2.79e-02  
705      -2.513630e+00  -2.510887e+00  2.743070e-03   1.09e-03  
706      -2.636698e+00  -2.638164e+00  1.465926e-03   5.56e-04  
707      -2.659769e+00  -2.659625e+00  1.436675e-04   5.40e-05  
708      -2.593682e+00  -2.593479e+00  2.031853e-04   7.83e-05  
709      -2.471011e+00  -2.471644e+00  6.332809e-04   2.56e-04  
710      -2.322153e+00  -2.321523e+00  6.308202e-04   2.72e-04  
711      -2.167520e+00  -2.163324e+00  4.196521e-03   1.94e-03  
712      -2.018680e+00  -2.022591e+00  3.911086e-03   1.94e-03  
713      -1.882829e+00  -1.883865e+00  1.035421e-03   5.50e-04  
714      -1.767600e+00  -1.765934e+00  1.665498e-03   9.42e-04  
715      -1.685572e+00  -1.684734e+00  8.382155e-04   4.97e-04  
716      -1.659121e+00  -1.658538e+00  5.827662e-04   3.51e-04  
717      -1.726668e+00  -1.724420e+00  2.248227e-03   1.30e-03  
718      -1.951791e+00  -1.952439e+00  6.480897e-04   3.32e-04  
719      -2.437125e+00  -2.439254e+00  2.129374e-03   8.74e-04  
720      -3.345903e+00  -3.346634e+00  7.311264e-04   2.19e-04  
721      -4.935339e+00  -4.936333e+00  9.941085e-04   2.01e-04  
722      -7.608418e+00  -7.608063e+00  3.547927e-04   4.66e-05  
723      -1.199521e+01  -1.199489e+01  3.137753e-04   2.62e-05  
724      -1.908933e+01  -1.908847e+01  8.588882e-04   4.50e-05  
725      -3.047715e+01  -3.047456e+01  2.582253e-03   8.47e-05  
726      -4.879703e+01  -4.879796e+01  9.288234e-04   1.90e-05  
727      -7.259070e+01  -7.258961e+01  1.093133e-03   1.51e-05  
728      -9.613028e+01  -9.612740e+01  2.878538e-03   2.99e-05  
729      -1.123607e+02  -1.123618e+02  1.144015e-03   1.02e-05  
730      -1.185193e+02  -1.185176e+02  1.674691e-03   1.41e-05  
731      -1.143266e+02  -1.143271e+02  4.319248e-04   3.78e-06  
732      -1.033750e+02  -1.033727e+02  2.369126e-03   2.29e-05  
733      -9.076287e+01  -9.076403e+01  1.161045e-03   1.28e-05  
734      -7.988016e+01  -7.988126e+01  1.098613e-03   1.38e-05  
735      -6.944077e+01  -6.944148e+01  7.156131e-04   1.03e-05  
736      -5.793601e+01  -5.793669e+01  6.819795e-04   1.18e-05  
737      -4.599521e+01  -4.599470e+01  5.133932e-04   1.12e-05  
738      -3.502374e+01  -3.502388e+01  1.350004e-04   3.85e-06  
739      -2.606984e+01  -2.606987e+01  3.728238e-05   1.43e-06  
740      -1.962252e+01  -1.962297e+01  4.514269e-04   2.30e-05  
741      -1.573720e+01  -1.573806e+01  8.579191e-04   5.45e-05  
742      -1.424490e+01  -1.424693e+01  2.033787e-03   1.43e-04  
743      -1.492243e+01  -1.492107e+01  1.361885e-03   9.13e-05  
744      -1.759217e+01  -1.759140e+01  7.666210e-04   4.36e-05  
745      -2.216248e+01  -2.216098e+01  1.504990e-03   6.79e-05  
746      -2.863375e+01  -2.863493e+01  1.181372e-03   4.13e-05  
747      -3.708999e+01  -3.914564e+01  2.055653e+00   5.54e-02  
748      -4.768759e+01  -5.800714e+01  1.031955e+01   2.16e-01  
749      -5.422562e+01  -5.741820e+01  3.192581e+00   5.89e-02  
750      -6.065306e+01  -5.075203e+01  9.901033e+00   1.63e-01  
751      -3.049762e+00  -2.416677e+00  6.330850e-01   2.08e-01  
752      -3.273867e+00  -3.222525e+00  5.134158e-02   1.57e-02  
753      -3.490561e+00  -3.914069e+00  4.235088e-01   1.21e-01  
754      -3.786543e+00  -3.889097e+00  1.025540e-01   2.71e-02  
755      -4.005471e+00  -4.008647e+00  3.175800e-03   7.93e-04  
756      -4.054008e+00  -4.052964e+00  1.044202e-03   2.58e-04  
757      -3.973951e+00  -3.972804e+00  1.146459e-03   2.88e-04  
758      -3.828646e+00  -3.830746e+00  2.099365e-03   5.48e-04  
759      -3.664654e+00  -3.664522e+00  1.314935e-04   3.59e-05  
760      -3.504690e+00  -3.505855e+00  1.164653e-03   3.32e-04  
761      -3.351706e+00  -3.352061e+00  3.557763e-04   1.06e-04  
762      -3.196443e+00  -3.194236e+00  2.207320e-03   6.91e-04  
763      -3.023661e+00  -3.022435e+00  1.226065e-03   4.05e-04  
764      -2.816249e+00  -2.816093e+00  1.560528e-04   5.54e-05  
765      -2.558098e+00  -2.559435e+00  1.336861e-03   5.23e-04  
766      -2.236906e+00  -2.237988e+00  1.082416e-03   4.84e-04  
767      -1.848155e+00  -1.848964e+00  8.087553e-04   4.38e-04  
768      -1.401787e+00  -1.401109e+00  6.782548e-04   4.84e-04  
769      -9.337746e-01  -9.334092e-01  3.653707e-04   3.91e-04  
770      -5.262385e-01  -5.223071e-01  3.931356e-03   7.47e-03  
771      -3.423632e-01  -3.416656e-01  6.976626e-04   2.04e-03  
772      -6.872497e-01  -6.906894e-01  3.439655e-03   5.00e-03  
773      -2.116136e+00  -2.119379e+00  3.242937e-03   1.53e-03  
774      -5.638153e+00  -5.637848e+00  3.053030e-04   5.41e-05  
775      -1.319466e+01  -1.319647e+01  1.806970e-03   1.37e-04  
776      -2.906298e+01  -2.906106e+01  1.923920e-03   6.62e-05  
