Element  Analyticvalue  Numericvalue   Abs.err        Rel.err
388      3.495494e+00   3.503537e+00   8.043476e-03   2.30e-03  
389      2.767176e+00   2.758959e+00   8.216130e-03   2.97e-03  
390      1.810672e+00   1.837501e+00   2.682924e-02   1.48e-02  
391      7.368810e-01   7.506114e-01   1.373043e-02   1.86e-02  
392      -3.264906e-01  -3.175555e-01  8.935104e-03   2.74e-02  
393      -1.247532e+00  -1.226061e+00  2.147134e-02   1.72e-02  
394      -1.893453e+00  -1.843822e+00  4.963112e-02   2.62e-02  
395      -2.122601e+00  -2.145554e+00  2.295357e-02   1.08e-02  
396      -1.767186e+00  -1.769307e+00  2.121059e-03   1.20e-03  
397      -6.110859e-01  -5.045240e-01  1.065619e-01   1.74e-01  
398      1.632427e+00   2.766719e+00   1.134292e+00   6.95e-01  
399      3.070709e+00   3.875319e+00   8.046098e-01   2.62e-01  
400      4.719943e+00   4.348805e+00   3.711375e-01   7.86e-02  
401      -6.965097e+00  -5.537377e+00  1.427721e+00   2.05e-01  
402      -7.140702e+00  -7.024415e+00  1.162866e-01   1.63e-02  
403      -7.103864e+00  -8.048410e+00  9.445455e-01   1.33e-01  
404      -6.971485e+00  -7.229470e+00  2.579843e-01   3.70e-02  
405      -6.338345e+00  -6.361483e+00  2.313739e-02   3.65e-03  
406      -5.465118e+00  -5.422407e+00  4.271015e-02   7.82e-03  
407      -4.560622e+00  -4.551119e+00  9.503204e-03   2.08e-03  
408      -3.764163e+00  -3.794341e+00  3.017789e-02   8.02e-03  
409      -3.142152e+00  -3.174684e+00  3.253166e-02   1.04e-02  
410      -2.700923e+00  -2.719235e+00  1.831146e-02   6.78e-03  
411      -2.410306e+00  -2.404813e+00  5.492820e-03   2.28e-03  
412      -2.227965e+00  -2.259543e+00  3.157828e-02   1.42e-02  
413      -2.115960e+00  -2.118239e+00  2.278689e-03   1.08e-03  
414      -2.047232e+00  -2.042190e+00  5.041205e-03   2.46e-03  
415      -2.005066e+00  -2.026307e+00  2.124043e-02   1.06e-02  
416      -1.979793e+00  -1.951983e+00  2.781004e-02   1.40e-02  
417      -1.965423e+00  -1.977558e+00  1.213501e-02   6.17e-03  
418      -1.957209e+00  -1.984630e+00  2.742147e-02   1.40e-02  
419      -1.950102e+00  -1.948863e+00  1.238547e-03   6.35e-04  
420      -1.937787e+00  -1.938972e+00  1.184717e-03   6.11e-04  
421      -1.911999e+00  -1.874634e+00  3.736485e-02   1.95e-02  
422      -1.861998e+00  -1.835799e+00  2.619905e-02   1.41e-02  
423      -1.774257e+00  -1.803804e+00  2.954770e-02   1.67e-02  
424      -1.632583e+00  -1.627383e+00  5.200657e-03   3.19e-03  
425      -1.418986e+00  -1.422559e+00  3.572834e-03   2.52e-03  
426      -1.115592e+00  -1.095719e+00  1.987245e-02   1.78e-02  
427      -7.077300e-01  -7.080980e-01  3.680461e-04   5.20e-04  
428      -1.880025e-01  -1.815606e-01  6.441897e-03   3.43e-02  
429      4.391945e-01   4.166159e-01   2.257858e-02   5.14e-02  
430      1.153427e+00   1.136586e+00   1.684009e-02   1.46e-02  
431      1.915020e+00   1.912442e+00   2.578246e-03   1.35e-03  
432      2.663708e+00   2.670329e+00   6.620770e-03   2.49e-03  
433      3.320362e+00   3.348343e+00   2.798126e-02   8.43e-03  
434      3.793820e+00   3.782276e+00   1.154484e-02   3.04e-03  
435      3.994764e+00   4.031072e+00   3.630716e-02   9.09e-03  
436      3.855848e+00   3.887362e+00   3.151411e-02   8.17e-03  
437      3.352623e+00   3.374251e+00   2.162795e-02   6.45e-03  
438      2.516825e+00   2.525503e+00   8.677794e-03   3.45e-03  
439      1.435537e+00   1.426137e+00   9.400440e-03   6.55e-03  
440      2.357089e-01   2.254692e-01   1.023968e-02   4.34e-02  
441      -9.394801e-01  -9.435698e-01  4.089736e-03   4.35e-03  
442      -1.951676e+00  -1.936698e+00  1.497820e-02   7.67e-03  
443      -2.676535e+00  -2.686565e+00  1.003058e-02   3.75e-03  
444      -2.998029e+00  -2.985214e+00  1.281406e-02   4.27e-03  
445      -2.791229e+00  -2.765062e+00  2.616730e-02   9.37e-03  
446      -1.899784e+00  -1.920844e+00  2.105962e-02   1.11e-02  
447      -1.140071e-01  1.350436e-01   2.490507e-01   2.18e+00  
448      2.846057e+00   4.311096e+00   1.465039e+00   5.15e-01  
449      4.720971e+00   5.727863e+00   1.006892e+00   2.13e-01  
450      6.780338e+00   6.132006e+00   6.483317e-01   9.56e-02  
451      -3.926546e+00  -3.084488e+00  8.420586e-01   2.14e-01  
452      -4.015391e+00  -3.965295e+00  5.009562e-02   1.25e-02  
453      -3.945640e+00  -4.477833e+00  5.321938e-01   1.35e-01  
454      -3.815583e+00  -3.952042e+00  1.364584e-01   3.58e-02  
455      -3.367935e+00  -3.388437e+00  2.050247e-02   6.09e-03  
456      -2.850778e+00  -2.848979e+00  1.798099e-03   6.31e-04  
457      -2.422398e+00  -2.397461e+00  2.493765e-02   1.03e-02  
458      -2.147641e+00  -2.144416e+00  3.225091e-03   1.50e-03  
459      -2.017389e+00  -2.038347e+00  2.095752e-02   1.04e-02  
460      -1.983261e+00  -1.968088e+00  1.517307e-02   7.65e-03  
461      -1.992208e+00  -2.009539e+00  1.733175e-02   8.70e-03  
462      -2.007238e+00  -2.013592e+00  6.354149e-03   3.17e-03  
463      -2.011480e+00  -2.006373e+00  5.107550e-03   2.54e-03  
464      -2.002494e+00  -1.989258e+00  1.323591e-02   6.61e-03  
465      -1.984702e+00  -1.977365e+00  7.336809e-03   3.70e-03  
466      -1.963830e+00  -1.942590e+00  2.123982e-02   1.08e-02  
467      -1.943930e+00  -1.948849e+00  4.919338e-03   2.53e-03  
468      -1.926252e+00  -1.944811e+00  1.855822e-02   9.63e-03  
469      -1.909044e+00  -1.946191e+00  3.714704e-02   1.95e-02  
470      -1.887622e+00  -1.863655e+00  2.396768e-02   1.27e-02  
471      -1.854400e+00  -1.866336e+00  1.193587e-02   6.44e-03  
472      -1.798790e+00  -1.836437e+00  3.764716e-02   2.09e-02  
473      -1.707113e+00  -1.714776e+00  7.663346e-03   4.49e-03  
474      -1.562782e+00  -1.556766e+00  6.016238e-03   3.85e-03  
475      -1.347166e+00  -1.325006e+00  2.215975e-02   1.64e-02  
476      -1.041566e+00  -1.053091e+00  1.152519e-02   1.11e-02  
477      -6.306515e-01  -6.271330e-01  3.518502e-03   5.58e-03  
478      -1.073573e-01  -1.310273e-01  2.366994e-02   2.20e-01  
479      5.212506e-01   5.075126e-01   1.373797e-02   2.64e-02  
480      1.228044e+00   1.227121e+00   9.230299e-04   7.52e-04  
481      1.961038e+00   1.932052e+00   2.898567e-02   1.48e-02  
482      2.641473e+00   2.646982e+00   5.509908e-03   2.09e-03  
483      3.167831e+00   3.175712e+00   7.880960e-03   2.49e-03  
484      3.429855e+00   3.433455e+00   3.600689e-03   1.05e-03  
485      3.333939e+00   3.345713e+00   1.177332e-02   3.53e-03  
486      2.833605e+00   2.805500e+00   2.810509e-02   9.92e-03  
487      1.952076e+00   1.975273e+00   2.319767e-02   1.19e-02  
488      7.854042e-01   7.771378e-01   8.266484e-03   1.05e-02  
489      -5.168328e-01  -5.380571e-01  2.122425e-02   4.11e-02  
490      -1.785667e+00  -1.831972e+00  4.630459e-02   2.59e-02  
491      -2.866127e+00  -2.890078e+00  2.395032e-02   8.36e-03  
492      -3.634739e+00  -3.640469e+00  5.729768e-03   1.58e-03  
493      -3.995826e+00  -4.014013e+00  1.818696e-02   4.55e-03  
494      -3.862199e+00  -3.854870e+00  7.329709e-03   1.90e-03  
495      -3.129894e+00  -3.126834e+00  3.060735e-03   9.78e-04  
496      -1.654736e+00  -1.658174e+00  3.438190e-03   2.08e-03  
497      7.648253e-01   1.003253e+00   2.384274e-01   3.12e-01  
498      4.396688e+00   6.263628e+00   1.866940e+00   4.25e-01  
499      6.675843e+00   7.811232e+00   1.135389e+00   1.70e-01  
500      9.100996e+00   8.091081e+00   1.009915e+00   1.11e-01  
501      -1.948522e+00  -1.470651e+00  4.778711e-01   2.45e-01  
502      -2.110453e+00  -2.065362e+00  4.509064e-02   2.14e-02  
503      -2.208925e+00  -2.412055e+00  2.031296e-01   9.20e-02  
504      -2.418361e+00  -2.492476e+00  7.411430e-02   3.06e-02  
505      -2.495419e+00  -2.515297e+00  1.987776e-02   7.97e-03  
506      -2.619274e+00  -2.601926e+00  1.734812e-02   6.62e-03  
507      -2.847423e+00  -2.827437e+00  1.998555e-02   7.02e-03  
508      -3.145509e+00  -3.132311e+00  1.319803e-02   4.20e-03  
509      -3.439478e+00  -3.415875e+00  2.360284e-02   6.86e-03  
510      -3.666446e+00  -3.650004e+00  1.644193e-02   4.48e-03  
511      -3.800395e+00  -3.849755e+00  4.935929e-02   1.30e-02  
512      -3.848866e+00  -3.858257e+00  9.390173e-03   2.44e-03  
513      -3.836472e+00  -3.809166e+00  2.730658e-02   7.12e-03  
514      -3.790344e+00  -3.786419e+00  3.924517e-03   1.04e-03  
515      -3.732250e+00  -3.764953e+00  3.270341e-02   8.76e-03  
516      -3.676101e+00  -3.684059e+00  7.958638e-03   2.16e-03  
517      -3.628347e+00  -3.631938e+00  3.590500e-03   9.90e-04  
518      -3.589407e+00  -3.648023e+00  5.861665e-02   1.63e-02  
519      -3.555057e+00  -3.568821e+00  1.376339e-02   3.87e-03  
520      -3.517399e+00  -3.499428e+00  1.797061e-02   5.11e-03  
521      -3.465330e+00  -3.494484e+00  2.915450e-02   8.41e-03  
522      -3.384725e+00  -3.387926e+00  3.200708e-03   9.46e-04  
523      -3.258587e+00  -3.240293e+00  1.829370e-02   5.61e-03  
524      -3.067488e+00  -3.079364e+00  1.187570e-02   3.87e-03  
525      -2.790678e+00  -2.789293e+00  1.385398e-03   4.96e-04  
526      -2.408291e+00  -2.404655e+00  3.636214e-03   1.51e-03  
527      -1.905171e+00  -1.917106e+00  1.193515e-02   6.26e-03  
528      -1.276667e+00  -1.278091e+00  1.423722e-03   1.12e-03  
529      -5.362184e-01  -5.263755e-01  9.842898e-03   1.84e-02  
530      2.762148e-01   2.756315e-01   5.833759e-04   2.11e-03  
531      1.086761e+00   1.094824e+00   8.063105e-03   7.42e-03  
532      1.785429e+00   1.783017e+00   2.411996e-03   1.35e-03  
533      2.236538e+00   2.250978e+00   1.443948e-02   6.46e-03  
534      2.308495e+00   2.334560e+00   2.606555e-02   1.13e-02  
535      1.917937e+00   1.895272e+00   2.266501e-02   1.18e-02  
536      1.068344e+00   1.105989e+00   3.764570e-02   3.52e-02  
537      -1.377801e-01  -1.938133e-01  5.603320e-02   4.07e-01  
538      -1.520776e+00  -1.487640e+00  3.313511e-02   2.18e-02  
539      -2.871791e+00  -2.845265e+00  2.652576e-02   9.24e-03  
540      -4.004995e+00  -4.048725e+00  4.372955e-02   1.09e-02  
541      -4.788367e+00  -4.764963e+00  2.340394e-02   4.89e-03  
542      -5.142105e+00  -5.127995e+00  1.411040e-02   2.74e-03  
543      -5.013994e+00  -5.008747e+00  5.247040e-03   1.05e-03  
544      -4.347960e+00  -4.375761e+00  2.780044e-02   6.39e-03  
545      -3.056979e+00  -3.084973e+00  2.799456e-02   9.16e-03  
546      -1.004782e+00  -1.010387e+00  5.604381e-03   5.58e-03  
547      2.003000e+00   2.349527e+00   3.465272e-01   1.73e-01  
548      6.219134e+00   8.500303e+00   2.281169e+00   3.67e-01  
549      8.845609e+00   1.013496e+01   1.289349e+00   1.46e-01  
550      1.157291e+01   1.011962e+01   1.453287e+00   1.26e-01  
551      -1.600999e+00  -1.135806e+00  4.651927e-01   2.91e-01  
552      -2.053007e+00  -1.865243e+00  1.877639e-01   9.15e-02  
553      -2.576236e+00  -2.729774e+00  1.535374e-01   5.96e-02  
554      -3.521537e+00  -3.591220e+00  6.968241e-02   1.98e-02  
555      -4.451706e+00  -4.419844e+00  3.186185e-02   7.16e-03  
556      -5.401400e+00  -5.431606e+00  3.020627e-02   5.59e-03  
557      -6.289403e+00  -6.302391e+00  1.298764e-02   2.07e-03  
558      -6.998833e+00  -7.019360e+00  2.052737e-02   2.93e-03  
559      -7.456263e+00  -7.437520e+00  1.874322e-02   2.51e-03  
560      -7.665144e+00  -7.641649e+00  2.349453e-02   3.07e-03  
561      -7.684277e+00  -7.660270e+00  2.400676e-02   3.12e-03  
562      -7.588153e+00  -7.606341e+00  1.818735e-02   2.40e-03  
563      -7.440754e+00  -7.392984e+00  4.777031e-02   6.42e-03  
564      -7.286318e+00  -7.295854e+00  9.535998e-03   1.31e-03  
565      -7.149942e+00  -7.178071e+00  2.812829e-02   3.93e-03  
566      -7.041858e+00  -6.999615e+00  4.224274e-02   6.00e-03  
567      -6.962004e+00  -6.970251e+00  8.246595e-03   1.18e-03  
568      -6.903547e+00  -6.893548e+00  9.999047e-03   1.45e-03  
569      -6.855038e+00  -6.866183e+00  1.114496e-02   1.63e-03  
570      -6.801457e+00  -6.810231e+00  8.773849e-03   1.29e-03  
571      -6.724524e+00  -6.745042e+00  2.051773e-02   3.05e-03  
572      -6.602754e+00  -6.590746e+00  1.200823e-02   1.82e-03  
573      -6.411762e+00  -6.434080e+00  2.231844e-02   3.48e-03  
574      -6.125337e+00  -6.128466e+00  3.129410e-03   5.11e-04  
575      -5.717578e+00  -5.694174e+00  2.340427e-02   4.09e-03  
576      -5.166190e+00  -5.140748e+00  2.544231e-02   4.92e-03  
577      -4.457241e+00  -4.469497e+00  1.225611e-02   2.75e-03  
578      -3.592184e+00  -3.624322e+00  3.213767e-02   8.95e-03  
579      -2.597763e+00  -2.610012e+00  1.224802e-02   4.71e-03  
580      -1.538408e+00  -1.514991e+00  2.341698e-02   1.52e-02  
581      -5.276381e-01  -5.402508e-01  1.261266e-02   2.39e-02  
582      2.719304e-01   2.631568e-01   8.773609e-03   3.23e-02  
583      6.771182e-01   6.417995e-01   3.531872e-02   5.22e-02  
584      5.453206e-01   5.510065e-01   5.685862e-03   1.04e-02  
585      -1.599866e-01  -1.793069e-01  1.932026e-02   1.21e-01  
586      -1.338637e+00  -1.348402e+00  9.764969e-03   7.29e-03  
587      -2.774353e+00  -2.780398e+00  6.044583e-03   2.18e-03  
588      -4.199402e+00  -4.183930e+00  1.547198e-02   3.68e-03  
589      -5.375829e+00  -5.354326e+00  2.150270e-02   4.00e-03  
590      -6.149701e+00  -6.141467e+00  8.234500e-03   1.34e-03  
591      -6.453058e+00  -6.432902e+00  2.015641e-02   3.12e-03  
592      -6.268685e+00  -6.300126e+00  3.144160e-02   5.02e-03  
593      -5.587157e+00  -5.580994e+00  6.163162e-03   1.10e-03  
594      -4.373332e+00  -4.373611e+00  2.790655e-04   6.38e-05  
595      -2.546283e+00  -2.536137e+00  1.014580e-02   3.98e-03  
596      2.903678e-02   3.325113e-02   4.214351e-03   1.45e-01  
597      3.541285e+00   3.984655e+00   4.433696e-01   1.25e-01  
598      8.225771e+00   1.094045e+01   2.714675e+00   3.30e-01  
599      1.112710e+01   1.248458e+01   1.357481e+00   1.22e-01  
600      1.408222e+01   1.219651e+01   1.885711e+00   1.34e-01  
601      -3.602670e+00  -2.672174e+00  9.304964e-01   2.58e-01  
602      -4.645141e+00  -4.301643e+00  3.434980e-01   7.39e-02  
603      -5.898511e+00  -6.291875e+00  3.933639e-01   6.67e-02  
604      -7.983626e+00  -8.135927e+00  1.523009e-01   1.91e-02  
605      -9.970580e+00  -9.965323e+00  5.257777e-03   5.27e-04  
606      -1.168917e+01  -1.168452e+01  4.655060e-03   3.98e-04  
607      -1.294168e+01  -1.293756e+01  4.124992e-03   3.19e-04  
608      -1.363413e+01  -1.364279e+01  8.660789e-03   6.35e-04  
609      -1.382982e+01  -1.384415e+01  1.433562e-02   1.04e-03  
610      -1.368763e+01  -1.371214e+01  2.451704e-02   1.79e-03  
611      -1.337084e+01  -1.336680e+01  4.046083e-03   3.03e-04  
612      -1.300172e+01  -1.298535e+01  1.636257e-02   1.26e-03  
613      -1.265489e+01  -1.263624e+01  1.865087e-02   1.47e-03  
614      -1.236695e+01  -1.237028e+01  3.333721e-03   2.70e-04  
615      -1.214883e+01  -1.213385e+01  1.497704e-02   1.23e-03  
616      -1.199611e+01  -1.199490e+01  1.218070e-03   1.02e-04  
617      -1.189587e+01  -1.189578e+01  8.997618e-05   7.56e-06  
618      -1.183036e+01  -1.183920e+01  8.838859e-03   7.47e-04  
619      -1.177864e+01  -1.180133e+01  2.269062e-02   1.93e-03  
620      -1.171662e+01  -1.169757e+01  1.904726e-02   1.63e-03  
621      -1.161651e+01  -1.163079e+01  1.427936e-02   1.23e-03  
622      -1.144610e+01  -1.142861e+01  1.748930e-02   1.53e-03  
623      -1.116865e+01  -1.119349e+01  2.483885e-02   2.22e-03  
624      -1.074458e+01  -1.073645e+01  8.126589e-03   7.56e-04  
625      -1.013592e+01  -1.013715e+01  1.228793e-03   1.21e-04  
626      -9.312980e+00  -9.334768e+00  2.178777e-02   2.34e-03  
627      -8.262258e+00  -8.284585e+00  2.232743e-02   2.70e-03  
628      -6.995897e+00  -6.995904e+00  7.030852e-06   1.00e-06  
629      -5.565853e+00  -5.580963e+00  1.511003e-02   2.71e-03  
630      -4.083289e+00  -4.062056e+00  2.123254e-02   5.20e-03  
631      -2.735425e+00  -2.778494e+00  4.306849e-02   1.57e-02  
632      -1.770872e+00  -1.751365e+00  1.950714e-02   1.10e-02  
633      -1.423999e+00  -1.405544e+00  1.845470e-02   1.30e-02  
634      -1.806577e+00  -1.808010e+00  1.432704e-03   7.93e-04  
635      -2.842472e+00  -2.851200e+00  8.728626e-03   3.07e-03  
636      -4.278510e+00  -4.276326e+00  2.183670e-03   5.10e-04  
637      -5.764652e+00  -5.739181e+00  2.547147e-02   4.42e-03  
638      -6.977686e+00  -6.955721e+00  2.196532e-02   3.15e-03  
639      -7.720096e+00  -7.702283e+00  1.781226e-02   2.31e-03  
640      -7.931156e+00  -7.927105e+00  4.050868e-03   5.11e-04  
641      -7.631903e+00  -7.602257e+00  2.964640e-02   3.88e-03  
642      -6.861784e+00  -6.828059e+00  3.372567e-02   4.91e-03  
643      -5.635017e+00  -5.673370e+00  3.835231e-02   6.81e-03  
644      -3.918405e+00  -3.931282e+00  1.287627e-02   3.29e-03  
645      -1.624531e+00  -1.601615e+00  2.291667e-02   1.41e-02  
646      1.385644e+00   1.358840e+00   2.680432e-02   1.93e-02  
647      5.294777e+00   5.835256e+00   5.404792e-01   1.02e-01  
648      1.031790e+01   1.341639e+01   3.098485e+00   3.00e-01  
649      1.341476e+01   1.486634e+01   1.451582e+00   1.08e-01  
650      1.652026e+01   1.426262e+01   2.257645e+00   1.37e-01  
651      -8.964439e+00  -6.812501e+00  2.151938e+00   2.40e-01  
652      -1.098765e+01  -1.027740e+01  7.102482e-01   6.46e-02  
653      -1.323869e+01  -1.428781e+01  1.049126e+00   7.92e-02  
654      -1.671171e+01  -1.706346e+01  3.517526e-01   2.10e-02  
655      -1.962318e+01  -1.964449e+01  2.130467e-02   1.09e-03  
656      -2.162036e+01  -2.159713e+01  2.322907e-02   1.07e-03  
657      -2.255054e+01  -2.254517e+01  5.366455e-03   2.38e-04  
658      -2.258237e+01  -2.261499e+01  3.261545e-02   1.44e-03  
659      -2.206596e+01  -2.205986e+01  6.092221e-03   2.76e-04  
660      -2.131866e+01  -2.135132e+01  3.266298e-02   1.53e-03  
661      -2.055070e+01  -2.053966e+01  1.104199e-02   5.37e-04  
662      -1.987430e+01  -1.987755e+01  3.245987e-03   1.63e-04  
663      -1.933398e+01  -1.934829e+01  1.431158e-02   7.40e-04  
664      -1.893438e+01  -1.891418e+01  2.020188e-02   1.07e-03  
665      -1.865982e+01  -1.862648e+01  3.333871e-02   1.79e-03  
666      -1.848595e+01  -1.847956e+01  6.393370e-03   3.46e-04  
667      -1.838542e+01  -1.841512e+01  2.970051e-02   1.62e-03  
668      -1.832977e+01  -1.831901e+01  1.076199e-02   5.87e-04  
669      -1.828925e+01  -1.827335e+01  1.589840e-02   8.69e-04  
670      -1.823136e+01  -1.821267e+01  1.868623e-02   1.02e-03  
671      -1.811874e+01  -1.811203e+01  6.709910e-03   3.70e-04  
672      -1.790688e+01  -1.791340e+01  6.514146e-03   3.64e-04  
673      -1.754234e+01  -1.755005e+01  7.710333e-03   4.40e-04  
674      -1.696323e+01  -1.695364e+01  9.591772e-03   5.65e-04  
675      -1.610536e+01  -1.609313e+01  1.222772e-02   7.59e-04  
676      -1.491720e+01  -1.494221e+01  2.501010e-02   1.68e-03  
677      -1.337678e+01  -1.334215e+01  3.462897e-02   2.59e-03  
678      -1.150917e+01  -1.152769e+01  1.852662e-02   1.61e-03  
679      -9.409576e+00  -9.420197e+00  1.062040e-02   1.13e-03  
680      -7.280917e+00  -7.266635e+00  1.428157e-02   1.96e-03  
681      -5.450391e+00  -5.444230e+00  6.161445e-03   1.13e-03  
682      -4.293234e+00  -4.282052e+00  1.118191e-02   2.60e-03  
683      -4.056444e+00  -4.059215e+00  2.770630e-03   6.83e-04  
684      -4.732870e+00  -4.749845e+00  1.697510e-02   3.59e-03  
685      -6.051225e+00  -6.018548e+00  3.267674e-02   5.40e-03  
686      -7.559370e+00  -7.586268e+00  2.689851e-02   3.56e-03  
687      -8.797300e+00  -8.792053e+00  5.247165e-03   5.96e-04  
688      -9.484158e+00  -9.452138e+00  3.201936e-02   3.38e-03  
689      -9.558506e+00  -9.594760e+00  3.625343e-02   3.79e-03  
690      -9.086294e+00  -9.077272e+00  9.022263e-03   9.93e-04  
691      -8.161364e+00  -8.174935e+00  1.357120e-02   1.66e-03  
692      -6.846830e+00  -6.852022e+00  5.192362e-03   7.58e-04  
693      -5.150940e+00  -5.177037e+00  2.609676e-02   5.07e-03  
694      -3.023508e+00  -3.018435e+00  5.072862e-03   1.68e-03  
695      -3.624125e-01  -3.784298e-01  1.601735e-02   4.42e-02  
696      2.975976e+00   2.980092e+00   4.116636e-03   1.38e-03  
697      7.165118e+00   7.778333e+00   6.132157e-01   8.56e-02  
698      1.239609e+01   1.580793e+01   3.411840e+00   2.75e-01  
699      1.560957e+01   1.712427e+01   1.514706e+00   9.70e-02  
700      1.879079e+01   1.605811e+01   2.732681e+00   1.45e-01  
701      -1.927569e+01  -1.470024e+01  4.575453e+00   2.37e-01  
702      -2.260586e+01  -2.146251e+01  1.143354e+00   5.06e-02  
703      -2.579424e+01  -2.810345e+01  2.309203e+00   8.95e-02  
704      -3.042553e+01  -3.112413e+01  6.986071e-01   2.30e-02  
705      -3.349014e+01  -3.348682e+01  3.323306e-03   9.92e-05  
706      -3.466617e+01  -3.467646e+01  1.028287e-02   2.97e-04  
707      -3.427804e+01  -3.426023e+01  1.781030e-02   5.20e-04  
708      -3.305132e+01  -3.305259e+01  1.263203e-03   3.82e-05  
709      -3.156620e+01  -3.152305e+01  4.314911e-02   1.37e-03  
710      -3.015638e+01  -3.015690e+01  5.173293e-04   1.72e-05  
711      -2.897210e+01  -2.898366e+01  1.155491e-02   3.99e-04  
712      -2.805355e+01  -2.805201e+01  1.542233e-03   5.50e-05  
713      -2.738460e+01  -2.739925e+01  1.464959e-02   5.35e-04  
714      -2.692623e+01  -2.690636e+01  1.987365e-02   7.38e-04  
715      -2.663415e+01  -2.665086e+01  1.671488e-02   6.28e-04  
716      -2.646610e+01  -2.645703e+01  9.075308e-03   3.43e-04  
717      -2.638360e+01  -2.641474e+01  3.113623e-02   1.18e-03  
718      -2.635094e+01  -2.636802e+01  1.708145e-02   6.48e-04  
719      -2.633294e+01  -2.632327e+01  9.668645e-03   3.67e-04  
720      -2.629203e+01  -2.630895e+01  1.691996e-02   6.44e-04  
721      -2.618448e+01  -2.619432e+01  9.841782e-03   3.76e-04  
722      -2.595596e+01  -2.593552e+01  2.043230e-02   7.87e-04  
723      -2.553631e+01  -2.553732e+01  1.016967e-03   3.98e-05  
724      -2.483515e+01  -2.483651e+01  1.357226e-03   5.46e-05  
725      -2.374290e+01  -2.374151e+01  1.387318e-03   5.84e-05  
726      -2.214904e+01  -2.211822e+01  3.082532e-02   1.39e-03  
727      -1.999309e+01  -1.997043e+01  2.266084e-02   1.13e-03  
728      -1.729853e+01  -1.727759e+01  2.093662e-02   1.21e-03  
729      -1.422994e+01  -1.420111e+01  2.882936e-02   2.03e-03  
730      -1.116987e+01  -1.115904e+01  1.083393e-02   9.70e-04  
731      -8.711879e+00  -8.729987e+00  1.810758e-02   2.08e-03  
732      -7.357309e+00  -7.345139e+00  1.217000e-02   1.65e-03  
733      -7.255278e+00  -7.236145e+00  1.913258e-02   2.64e-03  
734      -8.174875e+00  -8.193307e+00  1.843172e-02   2.25e-03  
735      -9.578771e+00  -9.572883e+00  5.888011e-03   6.15e-04  
736      -1.080123e+01  -1.076829e+01  3.294372e-02   3.05e-03  
737      -1.139700e+01  -1.142900e+01  3.199537e-02   2.81e-03  
738      -1.128347e+01  -1.130061e+01  1.714771e-02   1.52e-03  
739      -1.057986e+01  -1.060498e+01  2.511776e-02   2.37e-03  
740      -9.441613e+00  -9.398009e+00  4.360448e-02   4.62e-03  
741      -7.980840e+00  -7.977374e+00  3.465297e-03   4.34e-04  
742      -6.241029e+00  -6.238990e+00  2.038808e-03   3.27e-04  
743      -4.199011e+00  -4.225798e+00  2.678723e-02   6.38e-03  
744      -1.777629e+00  -1.790841e+00  1.321161e-02   7.43e-03  
745      1.139865e+00   1.139313e+00   5.515238e-04   4.84e-04  
746      4.696880e+00   4.676393e+00   2.048706e-02   4.36e-03  
747      9.052061e+00   9.722315e+00   6.702540e-01   7.40e-02  
748      1.436855e+01   1.810895e+01   3.740403e+00   2.60e-01  
749      1.762531e+01   1.908777e+01   1.462458e+00   8.30e-02  
750      2.081429e+01   1.770535e+01   3.108941e+00   1.49e-01  
751      -3.712229e+01  -2.852513e+01  8.597156e+00   2.32e-01  
752      -4.130796e+01  -3.962537e+01  1.682592e+00   4.07e-02  
753      -4.455596e+01  -4.914124e+01  4.585284e+00   1.03e-01  
754      -4.917165e+01  -5.053812e+01  1.366469e+00   2.78e-02  
755      -5.062447e+01  -5.059903e+01  2.543954e-02   5.03e-04  
756      -4.935025e+01  -4.935038e+01  1.254768e-04   2.54e-06  
757      -4.687598e+01  -4.691503e+01  3.904854e-02   8.33e-04  
758      -4.421343e+01  -4.417813e+01  3.530575e-02   7.99e-04  
759      -4.184471e+01  -4.182352e+01  2.119127e-02   5.06e-04  
760      -3.993895e+01  -3.993102e+01  7.925623e-03   1.98e-04  
761      -3.850301e+01  -3.843032e+01  7.269185e-02   1.89e-03  
762      -3.747348e+01  -3.747464e+01  1.160668e-03   3.10e-05  
763      -3.676834e+01  -3.676442e+01  3.919101e-03   1.07e-04  
764      -3.631063e+01  -3.630210e+01  8.537193e-03   2.35e-04  
765      -3.603570e+01  -3.601125e+01  2.444366e-02   6.78e-04  
766      -3.589086e+01  -3.590763e+01  1.676919e-02   4.67e-04  
767      -3.583264e+01  -3.585638e+01  2.373534e-02   6.62e-04  
768      -3.582335e+01  -3.581464e+01  8.702593e-03   2.43e-04  
769      -3.582755e+01  -3.581179e+01  1.575753e-02   4.40e-04  
770      -3.580830e+01  -3.583074e+01  2.243300e-02   6.26e-04  
771      -3.572240e+01  -3.572817e+01  5.765645e-03   1.61e-04  
772      -3.551406e+01  -3.549190e+01  2.215370e-02   6.24e-04  
773      -3.510585e+01  -3.509836e+01  7.490061e-03   2.13e-04  
774      -3.438630e+01  -3.437989e+01  6.412702e-03   1.86e-04  
775      -3.319476e+01  -3.321549e+01  2.073408e-02   6.25e-04  
776      -3.131580e+01  -3.131066e+01  5.141048e-03   1.64e-04  
777      -2.852991e+01  -2.854051e+01  1.059900e-02   3.72e-04  
778      -2.481946e+01  -2.482051e+01  1.041571e-03   4.20e-05  
779      -2.042433e+01  -2.039118e+01  3.315121e-02   1.62e-03  
